id,value,category
4829,value_4829,cat_9
4830,value_4830,cat_0
4831,value_4831,cat_1
4832,value_4832,cat_2
4833,value_4833,cat_3
4834,value_4834,cat_4
4835,value_4835,cat_5
4836,value_4836,cat_6
4837,value_4837,cat_7
4838,value_4838,cat_8
4839,value_4839,cat_9
4840,value_4840,cat_0
4841,value_4841,cat_1
4842,value_4842,cat_2
4843,value_4843,cat_3
4844,value_4844,cat_4
4845,value_4845,cat_5
4846,value_4846,cat_6
4847,value_4847,cat_7
4848,value_4848,cat_8
4849,value_4849,cat_9
4850,value_4850,cat_0
4851,value_4851,cat_1
4852,value_4852,cat_2
4853,value_4853,cat_3
4854,value_4854,cat_4
4855,value_4855,cat_5
4856,value_4856,cat_6
4857,value_4857,cat_7
4858,value_4858,cat_8
4859,value_4859,cat_9
4860,value_4860,cat_0
4861,value_4861,cat_1
4862,value_4862,cat_2
4863,value_4863,cat_3
4864,value_4864,cat_4
4865,value_4865,cat_5
4866,value_4866,cat_6
4867,value_4867,cat_7
4868,value_4868,cat_8
4869,value_4869,cat_9
4870,value_4870,cat_0
4871,value_4871,cat_1
4872,value_4872,cat_2
4873,value_4873,cat_3
4874,value_4874,cat_4
4875,value_4875,cat_5
4876,value_4876,cat_6
4877,value_4877,cat_7
4878,value_4878,cat_8
4879,value_4879,cat_9
4880,value_4880,cat_0
4881,value_4881,cat_1
4882,value_4882,cat_2
4883,value_4883,cat_3
4884,value_4884,cat_4
4885,value_4885,cat_5
4886,value_4886,cat_6
4887,value_4887,cat_7
4888,value_4888,cat_8
4889,value_4889,cat_9
4890,value_4890,cat_0
4891,value_4891,cat_1
4892,value_4892,cat_2
4893,value_4893,cat_3
4894,value_4894,cat_4
4895,value_4895,cat_5
4896,value_4896,cat_6
4897,value_4897,cat_7
4898,value_4898,cat_8
4899,value_4899,cat_9
4900,value_4900,cat_0
4901,value_4901,cat_1
4902,value_4902,cat_2
4903,value_4903,cat_3
4904,value_4904,cat_4
4905,value_4905,cat_5
4906,value_4906,cat_6
4907,value_4907,cat_7
4908,value_4908,cat_8
4909,value_4909,cat_9
4910,value_4910,cat_0
4911,value_4911,cat_1
4912,value_4912,cat_2
4913,value_4913,cat_3
4914,value_4914,cat_4
4915,value_4915,cat_5
4916,value_4916,cat_6
4917,value_4917,cat_7
4918,value_4918,cat_8
4919,value_4919,cat_9
4920,value_4920,cat_0
4921,value_4921,cat_1
4922,value_4922,cat_2
4923,value_4923,cat_3
4924,value_4924,cat_4
4925,value_4925,cat_5
4926,value_4926,cat_6
4927,value_4927,cat_7
4928,value_4928,cat_8
4929,value_4929,cat_9
4930,value_4930,cat_0
4931,value_4931,cat_1
4932,value_4932,cat_2
4933,value_4933,cat_3
4934,value_4934,cat_4
4935,value_4935,cat_5
4936,value_4936,cat_6
4937,value_4937,cat_7
4938,value_4938,cat_8
4939,value_4939,cat_9
4940,value_4940,cat_0
4941,value_4941,cat_1
4942,value_4942,cat_2
4943,value_4943,cat_3
4944,value_4944,cat_4
4945,value_4945,cat_5
4946,value_4946,cat_6
4947,value_4947,cat_7
4948,value_4948,cat_8
4949,value_4949,cat_9
4950,value_4950,cat_0
4951,value_4951,cat_1
4952,value_4952,cat_2
4953,value_4953,cat_3
4954,value_4954,cat_4
4955,value_4955,cat_5
4956,value_4956,cat_6
4957,value_4957,cat_7
4958,value_4958,cat_8
4959,value_4959,cat_9
4960,value_4960,cat_0
4961,value_4961,cat_1
4962,value_4962,cat_2
4963,value_4963,cat_3
4964,value_4964,cat_4
4965,value_4965,cat_5
4966,value_4966,cat_6
4967,value_4967,cat_7
4968,value_4968,cat_8
4969,value_4969,cat_9
4970,value_4970,cat_0
4971,value_4971,cat_1
4972,value_4972,cat_2
4973,value_4973,cat_3
4974,value_4974,cat_4
4975,value_4975,cat_5
4976,value_4976,cat_6
4977,value_4977,cat_7
4978,value_4978,cat_8
4979,value_4979,cat_9
4980,value_4980,cat_0
4981,value_4981,cat_1
4982,value_4982,cat_2
4983,value_4983,cat_3
4984,value_4984,cat_4
4985,value_4985,cat_5
4986,value_4986,cat_6
4987,value_4987,cat_7
4988,value_4988,cat_8
4989,value_4989,cat_9
4990,value_4990,cat_0
4991,value_4991,cat_1
4992,value_4992,cat_2
4993,value_4993,cat_3
4994,value_4994,cat_4
4995,value_4995,cat_5
4996,value_4996,cat_6
4997,value_4997,cat_7
4998,value_4998,cat_8
4999,value_4999,cat_9
5000,value_5000,cat_0
5001,value_5001,cat_1
5002,value_5002,cat_2
5003,value_5003,cat_3
5004,value_5004,cat_4
5005,value_5005,cat_5
5006,value_5006,cat_6
5007,value_5007,cat_7
5008,value_5008,cat_8
5009,value_5009,cat_9
5010,value_5010,cat_0
5011,value_5011,cat_1
5012,value_5012,cat_2
5013,value_5013,cat_3
5014,value_5014,cat_4
5015,value_5015,cat_5
5016,value_5016,cat_6
5017,value_5017,cat_7
5018,value_5018,cat_8
5019,value_5019,cat_9
5020,value_5020,cat_0
5021,value_5021,cat_1
5022,value_5022,cat_2
5023,value_5023,cat_3
5024,value_5024,cat_4
5025,value_5025,cat_5
5026,value_5026,cat_6
5027,value_5027,cat_7
5028,value_5028,cat_8
5029,value_5029,cat_9
5030,value_5030,cat_0
5031,value_5031,cat_1
5032,value_5032,cat_2
5033,value_5033,cat_3
5034,value_5034,cat_4
5035,value_5035,cat_5
5036,value_5036,cat_6
5037,value_5037,cat_7
5038,value_5038,cat_8
5039,value_5039,cat_9
5040,value_5040,cat_0
5041,value_5041,cat_1
5042,value_5042,cat_2
5043,value_5043,cat_3
5044,value_5044,cat_4
5045,value_5045,cat_5
5046,value_5046,cat_6
5047,value_5047,cat_7
5048,value_5048,cat_8
5049,value_5049,cat_9
5050,value_5050,cat_0
5051,value_5051,cat_1
5052,value_5052,cat_2
5053,value_5053,cat_3
5054,value_5054,cat_4
5055,value_5055,cat_5
5056,value_5056,cat_6
5057,value_5057,cat_7
5058,value_5058,cat_8
5059,value_5059,cat_9
5060,value_5060,cat_0
5061,value_5061,cat_1
5062,value_5062,cat_2
5063,value_5063,cat_3
5064,value_5064,cat_4
5065,value_5065,cat_5
5066,value_5066,cat_6
5067,value_5067,cat_7
5068,value_5068,cat_8
5069,value_5069,cat_9
5070,value_5070,cat_0
5071,value_5071,cat_1
5072,value_5072,cat_2
5073,value_5073,cat_3
5074,value_5074,cat_4
5075,value_5075,cat_5
5076,value_5076,cat_6
5077,value_5077,cat_7
5078,value_5078,cat_8
5079,value_5079,cat_9
5080,value_5080,cat_0
5081,value_5081,cat_1
5082,value_5082,cat_2
5083,value_5083,cat_3
5084,value_5084,cat_4
5085,value_5085,cat_5
5086,value_5086,cat_6
5087,value_5087,cat_7
5088,value_5088,cat_8
5089,value_5089,cat_9
5090,value_5090,cat_0
5091,value_5091,cat_1
5092,value_5092,cat_2
5093,value_5093,cat_3
5094,value_5094,cat_4
5095,value_5095,cat_5
5096,value_5096,cat_6
5097,value_5097,cat_7
5098,value_5098,cat_8
5099,value_5099,cat_9
5100,value_5100,cat_0
5101,value_5101,cat_1
5102,value_5102,cat_2
5103,value_5103,cat_3
5104,value_5104,cat_4
5105,value_5105,cat_5
5106,value_5106,cat_6
5107,value_5107,cat_7
5108,value_5108,cat_8
5109,value_5109,cat_9
5110,value_5110,cat_0
5111,value_5111,cat_1
5112,value_5112,cat_2
5113,value_5113,cat_3
5114,value_5114,cat_4
5115,value_5115,cat_5
5116,value_5116,cat_6
5117,value_5117,cat_7
5118,value_5118,cat_8
5119,value_5119,cat_9
5120,value_5120,cat_0
5121,value_5121,cat_1
5122,value_5122,cat_2
5123,value_5123,cat_3
5124,value_5124,cat_4
5125,value_5125,cat_5
5126,value_5126,cat_6
5127,value_5127,cat_7
5128,value_5128,cat_8
5129,value_5129,cat_9
5130,value_5130,cat_0
5131,value_5131,cat_1
5132,value_5132,cat_2
5133,value_5133,cat_3
5134,value_5134,cat_4
5135,value_5135,cat_5
5136,value_5136,cat_6
5137,value_5137,cat_7
5138,value_5138,cat_8
5139,value_5139,cat_9
5140,value_5140,cat_0
5141,value_5141,cat_1
5142,value_5142,cat_2
5143,value_5143,cat_3
5144,value_5144,cat_4
5145,value_5145,cat_5
5146,value_5146,cat_6
5147,value_5147,cat_7
5148,value_5148,cat_8
5149,value_5149,cat_9
5150,value_5150,cat_0
5151,value_5151,cat_1
5152,value_5152,cat_2
5153,value_5153,cat_3
5154,value_5154,cat_4
5155,value_5155,cat_5
5156,value_5156,cat_6
5157,value_5157,cat_7
5158,value_5158,cat_8
5159,value_5159,cat_9
5160,value_5160,cat_0
5161,value_5161,cat_1
5162,value_5162,cat_2
5163,value_5163,cat_3
5164,value_5164,cat_4
5165,value_5165,cat_5
5166,value_5166,cat_6
5167,value_5167,cat_7
5168,value_5168,cat_8
5169,value_5169,cat_9
5170,value_5170,cat_0
5171,value_5171,cat_1
5172,value_5172,cat_2
5173,value_5173,cat_3
5174,value_5174,cat_4
5175,value_5175,cat_5
5176,value_5176,cat_6
5177,value_5177,cat_7
5178,value_5178,cat_8
5179,value_5179,cat_9
5180,value_5180,cat_0
5181,value_5181,cat_1
5182,value_5182,cat_2
5183,value_5183,cat_3
5184,value_5184,cat_4
5185,value_5185,cat_5
5186,value_5186,cat_6
5187,value_5187,cat_7
5188,value_5188,cat_8
5189,value_5189,cat_9
5190,value_5190,cat_0
5191,value_5191,cat_1
5192,value_5192,cat_2
5193,value_5193,cat_3
5194,value_5194,cat_4
5195,value_5195,cat_5
5196,value_5196,cat_6
5197,value_5197,cat_7
5198,value_5198,cat_8
5199,value_5199,cat_9
5200,value_5200,cat_0
5201,value_5201,cat_1
5202,value_5202,cat_2
5203,value_5203,cat_3
5204,value_5204,cat_4
5205,value_5205,cat_5
5206,value_5206,cat_6
5207,value_5207,cat_7
5208,value_5208,cat_8
5209,value_5209,cat_9
5210,value_5210,cat_0
5211,value_5211,cat_1
5212,value_5212,cat_2
5213,value_5213,cat_3
5214,value_5214,cat_4
5215,value_5215,cat_5
5216,value_5216,cat_6
5217,value_5217,cat_7
5218,value_5218,cat_8
5219,value_5219,cat_9
5220,value_5220,cat_0
5221,value_5221,cat_1
5222,value_5222,cat_2
5223,value_5223,cat_3
5224,value_5224,cat_4
5225,value_5225,cat_5
5226,value_5226,cat_6
5227,value_5227,cat_7
5228,value_5228,cat_8
5229,value_5229,cat_9
5230,value_5230,cat_0
5231,value_5231,cat_1
5232,value_5232,cat_2
5233,value_5233,cat_3
5234,value_5234,cat_4
5235,value_5235,cat_5
5236,value_5236,cat_6
5237,value_5237,cat_7
5238,value_5238,cat_8
5239,value_5239,cat_9
5240,value_5240,cat_0
5241,value_5241,cat_1
5242,value_5242,cat_2
5243,value_5243,cat_3
5244,value_5244,cat_4
5245,value_5245,cat_5
5246,value_5246,cat_6
5247,value_5247,cat_7
5248,value_5248,cat_8
5249,value_5249,cat_9
5250,value_5250,cat_0
5251,value_5251,cat_1
5252,value_5252,cat_2
5253,value_5253,cat_3
5254,value_5254,cat_4
5255,value_5255,cat_5
5256,value_5256,cat_6
5257,value_5257,cat_7
5258,value_5258,cat_8
5259,value_5259,cat_9
5260,value_5260,cat_0
5261,value_5261,cat_1
5262,value_5262,cat_2
5263,value_5263,cat_3
5264,value_5264,cat_4
5265,value_5265,cat_5
5266,value_5266,cat_6
5267,value_5267,cat_7
5268,value_5268,cat_8
5269,value_5269,cat_9
5270,value_5270,cat_0
5271,value_5271,cat_1
5272,value_5272,cat_2
5273,value_5273,cat_3
5274,value_5274,cat_4
5275,value_5275,cat_5
5276,value_5276,cat_6
5277,value_5277,cat_7
5278,value_5278,cat_8
5279,value_5279,cat_9
5280,value_5280,cat_0
5281,value_5281,cat_1
5282,value_5282,cat_2
5283,value_5283,cat_3
5284,value_5284,cat_4
5285,value_5285,cat_5
5286,value_5286,cat_6
5287,value_5287,cat_7
5288,value_5288,cat_8
5289,value_5289,cat_9
5290,value_5290,cat_0
5291,value_5291,cat_1
5292,value_5292,cat_2
5293,value_5293,cat_3
5294,value_5294,cat_4
5295,value_5295,cat_5
5296,value_5296,cat_6
5297,value_5297,cat_7
5298,value_5298,cat_8
5299,value_5299,cat_9
5300,value_5300,cat_0
5301,value_5301,cat_1
5302,value_5302,cat_2
5303,value_5303,cat_3
5304,value_5304,cat_4
5305,value_5305,cat_5
5306,value_5306,cat_6
5307,value_5307,cat_7
5308,value_5308,cat_8
5309,value_5309,cat_9
5310,value_5310,cat_0
5311,value_5311,cat_1
5312,value_5312,cat_2
5313,value_5313,cat_3
5314,value_5314,cat_4
5315,value_5315,cat_5
5316,value_5316,cat_6
5317,value_5317,cat_7
5318,value_5318,cat_8
5319,value_5319,cat_9
5320,value_5320,cat_0
5321,value_5321,cat_1
5322,value_5322,cat_2
5323,value_5323,cat_3
5324,value_5324,cat_4
5325,value_5325,cat_5
5326,value_5326,cat_6
5327,value_5327,cat_7
5328,value_5328,cat_8
5329,value_5329,cat_9
5330,value_5330,cat_0
5331,value_5331,cat_1
5332,value_5332,cat_2
5333,value_5333,cat_3
5334,value_5334,cat_4
5335,value_5335,cat_5
5336,value_5336,cat_6
5337,value_5337,cat_7
5338,value_5338,cat_8
5339,value_5339,cat_9
5340,value_5340,cat_0
5341,value_5341,cat_1
5342,value_5342,cat_2
5343,value_5343,cat_3
5344,value_5344,cat_4
5345,value_5345,cat_5
5346,value_5346,cat_6
5347,value_5347,cat_7
5348,value_5348,cat_8
5349,value_5349,cat_9
5350,value_5350,cat_0
5351,value_5351,cat_1
5352,value_5352,cat_2
5353,value_5353,cat_3
5354,value_5354,cat_4
5355,value_5355,cat_5
5356,value_5356,cat_6
5357,value_5357,cat_7
5358,value_5358,cat_8
5359,value_5359,cat_9
5360,value_5360,cat_0
5361,value_5361,cat_1
5362,value_5362,cat_2
5363,value_5363,cat_3
5364,value_5364,cat_4
5365,value_5365,cat_5
5366,value_5366,cat_6
5367,value_5367,cat_7
5368,value_5368,cat_8
5369,value_5369,cat_9
5370,value_5370,cat_0
5371,value_5371,cat_1
5372,value_5372,cat_2
5373,value_5373,cat_3
5374,value_5374,cat_4
5375,value_5375,cat_5
5376,value_5376,cat_6
5377,value_5377,cat_7
5378,value_5378,cat_8
5379,value_5379,cat_9
5380,value_5380,cat_0
5381,value_5381,cat_1
5382,value_5382,cat_2
5383,value_5383,cat_3
5384,value_5384,cat_4
5385,value_5385,cat_5
5386,value_5386,cat_6
5387,value_5387,cat_7
5388,value_5388,cat_8
5389,value_5389,cat_9
5390,value_5390,cat_0
5391,value_5391,cat_1
5392,value_5392,cat_2
5393,value_5393,cat_3
5394,value_5394,cat_4
5395,value_5395,cat_5
5396,value_5396,cat_6
5397,value_5397,cat_7
5398,value_5398,cat_8
5399,value_5399,cat_9
5400,value_5400,cat_0
5401,value_5401,cat_1
5402,value_5402,cat_2
5403,value_5403,cat_3
5404,value_5404,cat_4
5405,value_5405,cat_5
5406,value_5406,cat_6
5407,value_5407,cat_7
5408,value_5408,cat_8
5409,value_5409,cat_9
5410,value_5410,cat_0
5411,value_5411,cat_1
5412,value_5412,cat_2
5413,value_5413,cat_3
5414,value_5414,cat_4
5415,value_5415,cat_5
5416,value_5416,cat_6
5417,value_5417,cat_7
5418,value_5418,cat_8
5419,value_5419,cat_9
5420,value_5420,cat_0
5421,value_5421,cat_1
5422,value_5422,cat_2
5423,value_5423,cat_3
5424,value_5424,cat_4
5425,value_5425,cat_5
5426,value_5426,cat_6
5427,value_5427,cat_7
5428,value_5428,cat_8
5429,value_5429,cat_9
5430,value_5430,cat_0
5431,value_5431,cat_1
5432,value_5432,cat_2
5433,value_5433,cat_3
5434,value_5434,cat_4
5435,value_5435,cat_5
5436,value_5436,cat_6
5437,value_5437,cat_7
5438,value_5438,cat_8
5439,value_5439,cat_9
5440,value_5440,cat_0
5441,value_5441,cat_1
5442,value_5442,cat_2
5443,value_5443,cat_3
5444,value_5444,cat_4
5445,value_5445,cat_5
5446,value_5446,cat_6
5447,value_5447,cat_7
5448,value_5448,cat_8
5449,value_5449,cat_9
5450,value_5450,cat_0
5451,value_5451,cat_1
5452,value_5452,cat_2
5453,value_5453,cat_3
5454,value_5454,cat_4
5455,value_5455,cat_5
5456,value_5456,cat_6
5457,value_5457,cat_7
5458,value_5458,cat_8
5459,value_5459,cat_9
5460,value_5460,cat_0
5461,value_5461,cat_1
5462,value_5462,cat_2
5463,value_5463,cat_3
5464,value_5464,cat_4
5465,value_5465,cat_5
5466,value_5466,cat_6
5467,value_5467,cat_7
5468,value_5468,cat_8
5469,value_5469,cat_9
5470,value_5470,cat_0
5471,value_5471,cat_1
5472,value_5472,cat_2
5473,value_5473,cat_3
5474,value_5474,cat_4
5475,value_5475,cat_5
5476,value_5476,cat_6
5477,value_5477,cat_7
5478,value_5478,cat_8
5479,value_5479,cat_9
5480,value_5480,cat_0
5481,value_5481,cat_1
5482,value_5482,cat_2
5483,value_5483,cat_3
5484,value_5484,cat_4
5485,value_5485,cat_5
5486,value_5486,cat_6
5487,value_5487,cat_7
5488,value_5488,cat_8
5489,value_5489,cat_9
5490,value_5490,cat_0
5491,value_5491,cat_1
5492,value_5492,cat_2
5493,value_5493,cat_3
5494,value_5494,cat_4
5495,value_5495,cat_5
5496,value_5496,cat_6
5497,value_5497,cat_7
5498,value_5498,cat_8
5499,value_5499,cat_9
5500,value_5500,cat_0
5501,value_5501,cat_1
5502,value_5502,cat_2
5503,value_5503,cat_3
5504,value_5504,cat_4
5505,value_5505,cat_5
5506,value_5506,cat_6
5507,value_5507,cat_7
5508,value_5508,cat_8
5509,value_5509,cat_9
5510,value_5510,cat_0
5511,value_5511,cat_1
5512,value_5512,cat_2
5513,value_5513,cat_3
5514,value_5514,cat_4
5515,value_5515,cat_5
5516,value_5516,cat_6
5517,value_5517,cat_7
5518,value_5518,cat_8
5519,value_5519,cat_9
5520,value_5520,cat_0
5521,value_5521,cat_1
5522,value_5522,cat_2
5523,value_5523,cat_3
5524,value_5524,cat_4
5525,value_5525,cat_5
5526,value_5526,cat_6
5527,value_5527,cat_7
5528,value_5528,cat_8
5529,value_5529,cat_9
5530,value_5530,cat_0
5531,value_5531,cat_1
5532,value_5532,cat_2
5533,value_5533,cat_3
5534,value_5534,cat_4
5535,value_5535,cat_5
5536,value_5536,cat_6
5537,value_5537,cat_7
5538,value_5538,cat_8
5539,value_5539,cat_9
5540,value_5540,cat_0
5541,value_5541,cat_1
5542,value_5542,cat_2
5543,value_5543,cat_3
5544,value_5544,cat_4
5545,value_5545,cat_5
5546,value_5546,cat_6
5547,value_5547,cat_7
5548,value_5548,cat_8
5549,value_5549,cat_9
5550,value_5550,cat_0
5551,value_5551,cat_1
5552,value_5552,cat_2
5553,value_5553,cat_3
5554,value_5554,cat_4
5555,value_5555,cat_5
5556,value_5556,cat_6
5557,value_5557,cat_7
5558,value_5558,cat_8
5559,value_5559,cat_9
5560,value_5560,cat_0
5561,value_5561,cat_1
5562,value_5562,cat_2
5563,value_5563,cat_3
5564,value_5564,cat_4
5565,value_5565,cat_5
5566,value_5566,cat_6
5567,value_5567,cat_7
5568,value_5568,cat_8
5569,value_5569,cat_9
5570,value_5570,cat_0
5571,value_5571,cat_1
5572,value_5572,cat_2
5573,value_5573,cat_3
5574,value_5574,cat_4
5575,value_5575,cat_5
5576,value_5576,cat_6
5577,value_5577,cat_7
5578,value_5578,cat_8
5579,value_5579,cat_9
5580,value_5580,cat_0
5581,value_5581,cat_1
5582,value_5582,cat_2
5583,value_5583,cat_3
5584,value_5584,cat_4
5585,value_5585,cat_5
5586,value_5586,cat_6
5587,value_5587,cat_7
5588,value_5588,cat_8
5589,value_5589,cat_9
5590,value_5590,cat_0
5591,value_5591,cat_1
5592,value_5592,cat_2
5593,value_5593,cat_3
5594,value_5594,cat_4
5595,value_5595,cat_5
5596,value_5596,cat_6
5597,value_5597,cat_7
5598,value_5598,cat_8
5599,value_5599,cat_9
5600,value_5600,cat_0
5601,value_5601,cat_1
5602,value_5602,cat_2
5603,value_5603,cat_3
5604,value_5604,cat_4
5605,value_5605,cat_5
5606,value_5606,cat_6
5607,value_5607,cat_7
5608,value_5608,cat_8
5609,value_5609,cat_9
5610,value_5610,cat_0
5611,value_5611,cat_1
5612,value_5612,cat_2
5613,value_5613,cat_3
5614,value_5614,cat_4
5615,value_5615,cat_5
5616,value_5616,cat_6
5617,value_5617,cat_7
5618,value_5618,cat_8
5619,value_5619,cat_9
5620,value_5620,cat_0
5621,value_5621,cat_1
5622,value_5622,cat_2
5623,value_5623,cat_3
5624,value_5624,cat_4
5625,value_5625,cat_5
5626,value_5626,cat_6
5627,value_5627,cat_7
5628,value_5628,cat_8
5629,value_5629,cat_9
5630,value_5630,cat_0
5631,value_5631,cat_1
5632,value_5632,cat_2
5633,value_5633,cat_3
5634,value_5634,cat_4
5635,value_5635,cat_5
5636,value_5636,cat_6
5637,value_5637,cat_7
5638,value_5638,cat_8
5639,value_5639,cat_9
5640,value_5640,cat_0
5641,value_5641,cat_1
5642,value_5642,cat_2
5643,value_5643,cat_3
5644,value_5644,cat_4
5645,value_5645,cat_5
5646,value_5646,cat_6
5647,value_5647,cat_7
5648,value_5648,cat_8
5649,value_5649,cat_9
5650,value_5650,cat_0
5651,value_5651,cat_1
5652,value_5652,cat_2
5653,value_5653,cat_3
5654,value_5654,cat_4
5655,value_5655,cat_5
5656,value_5656,cat_6
5657,value_5657,cat_7
5658,value_5658,cat_8
5659,value_5659,cat_9
5660,value_5660,cat_0
5661,value_5661,cat_1
5662,value_5662,cat_2
5663,value_5663,cat_3
5664,value_5664,cat_4
5665,value_5665,cat_5
5666,value_5666,cat_6
5667,value_5667,cat_7
5668,value_5668,cat_8
5669,value_5669,cat_9
5670,value_5670,cat_0
5671,value_5671,cat_1
5672,value_5672,cat_2
5673,value_5673,cat_3
5674,value_5674,cat_4
5675,value_5675,cat_5
5676,value_5676,cat_6
5677,value_5677,cat_7
5678,value_5678,cat_8
5679,value_5679,cat_9
5680,value_5680,cat_0
5681,value_5681,cat_1
5682,value_5682,cat_2
5683,value_5683,cat_3
5684,value_5684,cat_4
5685,value_5685,cat_5
5686,value_5686,cat_6
5687,value_5687,cat_7
5688,value_5688,cat_8
5689,value_5689,cat_9
5690,value_5690,cat_0
5691,value_5691,cat_1
5692,value_5692,cat_2
5693,value_5693,cat_3
5694,value_5694,cat_4
5695,value_5695,cat_5
5696,value_5696,cat_6
5697,value_5697,cat_7
5698,value_5698,cat_8
5699,value_5699,cat_9
5700,value_5700,cat_0
5701,value_5701,cat_1
5702,value_5702,cat_2
5703,value_5703,cat_3
5704,value_5704,cat_4
5705,value_5705,cat_5
5706,value_5706,cat_6
5707,value_5707,cat_7
5708,value_5708,cat_8
5709,value_5709,cat_9
5710,value_5710,cat_0
5711,value_5711,cat_1
5712,value_5712,cat_2
5713,value_5713,cat_3
5714,value_5714,cat_4
5715,value_5715,cat_5
5716,value_5716,cat_6
5717,value_5717,cat_7
5718,value_5718,cat_8
5719,value_5719,cat_9
5720,value_5720,cat_0
5721,value_5721,cat_1
5722,value_5722,cat_2
5723,value_5723,cat_3
5724,value_5724,cat_4
5725,value_5725,cat_5
5726,value_5726,cat_6
5727,value_5727,cat_7
5728,value_5728,cat_8
5729,value_5729,cat_9
5730,value_5730,cat_0
5731,value_5731,cat_1
5732,value_5732,cat_2
5733,value_5733,cat_3
5734,value_5734,cat_4
5735,value_5735,cat_5
5736,value_5736,cat_6
5737,value_5737,cat_7
5738,value_5738,cat_8
5739,value_5739,cat_9
5740,value_5740,cat_0
5741,value_5741,cat_1
5742,value_5742,cat_2
5743,value_5743,cat_3
5744,value_5744,cat_4
5745,value_5745,cat_5
5746,value_5746,cat_6
5747,value_5747,cat_7
5748,value_5748,cat_8
5749,value_5749,cat_9
5750,value_5750,cat_0
5751,value_5751,cat_1
5752,value_5752,cat_2
5753,value_5753,cat_3
5754,value_5754,cat_4
5755,value_5755,cat_5
5756,value_5756,cat_6
5757,value_5757,cat_7
5758,value_5758,cat_8
5759,value_5759,cat_9
5760,value_5760,cat_0
5761,value_5761,cat_1
5762,value_5762,cat_2
5763,value_5763,cat_3
5764,value_5764,cat_4
5765,value_5765,cat_5
5766,value_5766,cat_6
5767,value_5767,cat_7
5768,value_5768,cat_8
5769,value_5769,cat_9
5770,value_5770,cat_0
5771,value_5771,cat_1
5772,value_5772,cat_2
5773,value_5773,cat_3
5774,value_5774,cat_4
5775,value_5775,cat_5
5776,value_5776,cat_6
5777,value_5777,cat_7
5778,value_5778,cat_8
5779,value_5779,cat_9
5780,value_5780,cat_0
5781,value_5781,cat_1
5782,value_5782,cat_2
5783,value_5783,cat_3
5784,value_5784,cat_4
5785,value_5785,cat_5
5786,value_5786,cat_6
5787,value_5787,cat_7
5788,value_5788,cat_8
5789,value_5789,cat_9
5790,value_5790,cat_0
5791,value_5791,cat_1
5792,value_5792,cat_2
5793,value_5793,cat_3
5794,value_5794,cat_4
5795,value_5795,cat_5
5796,value_5796,cat_6
5797,value_5797,cat_7
5798,value_5798,cat_8
5799,value_5799,cat_9
5800,value_5800,cat_0
5801,value_5801,cat_1
5802,value_5802,cat_2
5803,value_5803,cat_3
5804,value_5804,cat_4
5805,value_5805,cat_5
5806,value_5806,cat_6
5807,value_5807,cat_7
5808,value_5808,cat_8
5809,value_5809,cat_9
5810,value_5810,cat_0
5811,value_5811,cat_1
5812,value_5812,cat_2
5813,value_5813,cat_3
5814,value_5814,cat_4
5815,value_5815,cat_5
5816,value_5816,cat_6
5817,value_5817,cat_7
5818,value_5818,cat_8
5819,value_5819,cat_9
5820,value_5820,cat_0
5821,value_5821,cat_1
5822,value_5822,cat_2
5823,value_5823,cat_3
5824,value_5824,cat_4
5825,value_5825,cat_5
5826,value_5826,cat_6
5827,value_5827,cat_7
5828,value_5828,cat_8
5829,value_5829,cat_9
5830,value_5830,cat_0
5831,value_5831,cat_1
5832,value_5832,cat_2
5833,value_5833,cat_3
5834,value_5834,cat_4
5835,value_5835,cat_5
5836,value_5836,cat_6
5837,value_5837,cat_7
5838,value_5838,cat_8
5839,value_5839,cat_9
5840,value_5840,cat_0
5841,value_5841,cat_1
5842,value_5842,cat_2
5843,value_5843,cat_3
5844,value_5844,cat_4
5845,value_5845,cat_5
5846,value_5846,cat_6
5847,value_5847,cat_7
5848,value_5848,cat_8
5849,value_5849,cat_9
5850,value_5850,cat_0
5851,value_5851,cat_1
5852,value_5852,cat_2
5853,value_5853,cat_3
5854,value_5854,cat_4
5855,value_5855,cat_5
5856,value_5856,cat_6
5857,value_5857,cat_7
5858,value_5858,cat_8
5859,value_5859,cat_9
5860,value_5860,cat_0
5861,value_5861,cat_1
5862,value_5862,cat_2
5863,value_5863,cat_3
5864,value_5864,cat_4
5865,value_5865,cat_5
5866,value_5866,cat_6
5867,value_5867,cat_7
5868,value_5868,cat_8
5869,value_5869,cat_9
5870,value_5870,cat_0
5871,value_5871,cat_1
5872,value_5872,cat_2
5873,value_5873,cat_3
5874,value_5874,cat_4
5875,value_5875,cat_5
5876,value_5876,cat_6
5877,value_5877,cat_7
5878,value_5878,cat_8
5879,value_5879,cat_9
5880,value_5880,cat_0
5881,value_5881,cat_1
5882,value_5882,cat_2
5883,value_5883,cat_3
5884,value_5884,cat_4
5885,value_5885,cat_5
5886,value_5886,cat_6
5887,value_5887,cat_7
5888,value_5888,cat_8
5889,value_5889,cat_9
5890,value_5890,cat_0
5891,value_5891,cat_1
5892,value_5892,cat_2
5893,value_5893,cat_3
5894,value_5894,cat_4
5895,value_5895,cat_5
5896,value_5896,cat_6
5897,value_5897,cat_7
5898,value_5898,cat_8
5899,value_5899,cat_9
5900,value_5900,cat_0
5901,value_5901,cat_1
5902,value_5902,cat_2
5903,value_5903,cat_3
5904,value_5904,cat_4
